Name,Authentic Player Name Search,Face Pic,Player ID,Club,Nationality,Birth Date,Age,Wage USD,Wage EUR,Wage GBP,Primary,Secondary,Tertiary,Overall
Ghion,Andrea Ghion,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p257164.png,257164,Sassuolo,Italy,2000-02-23,24,900,850,700,CM,,,65
Turati,Stefano Turati,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p254502.png,254502,Sassuolo,Italy,2001-09-05,22,2300,2100,1800,GK,,,74
Russo,Alessandro Russo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253003.png,253003,Sassuolo,Italy,2001-03-31,23,600,550,450,GK,,,64
Moro,Luca Moro,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p248787.png,248787,Sassuolo,Italy,2001-01-25,23,1000,900,800,ST,,,65
Mulattieri,Samuele Mulattieri,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243200.png,243200,Sassuolo,Italy,2000-10-07,23,2200,2000,1700,ST,,,70
Caligara,Fabrizio Caligara,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243527.png,243527,Sassuolo,Italy,2000-04-12,24,1400,1300,1100,CM,,,68
Pierini,Nicholas Pierini,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p241628.png,241628,Sassuolo,Italy,1998-08-06,25,1500,1300,1100,ST,RW,LW,67
Satalino,Giacomo Satalino,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p235806.png,235806,Sassuolo,Italy,1999-05-20,25,850,750,650,GK,,,66
Pinamonti,Andrea Pinamonti,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p235842.png,235842,Sassuolo,Italy,1999-05-19,25,3600,3300,2800,ST,,,73
Romagna,Filippo Romagna,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p226108.png,226108,Sassuolo,Italy,1997-05-26,27,1300,1200,1000,CB,,,67
Berardi,Domenico Berardi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p210935.png,210935,Sassuolo,Italy,1994-08-01,29,8000,7400,6300,RW,RM,,83
Consigli,Andrea Consigli,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p163489.png,163489,Sassuolo,Italy,1987-01-27,37,1900,1800,1500,GK,,,75
Russo F.,Flavio Russo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74504.png,74504,Sassuolo,Italy,2004-08-31,19,450,400,350,ST,,,57
Kumi,Justin Kumi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p71401.png,71401,Sassuolo,Italy,2004-07-16,19,450,400,350,CM,,,62
Odenthal,Cas Odenthal,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262474.png,262474,Sassuolo,Netherlands,2000-09-26,23,1800,1700,1400,CB,,,70
E. Ceide,Emil Ceïde,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p245537.png,245537,Sassuolo,Norway,2001-09-03,22,1200,1100,900,LW,RW,,66
Thorstvedt,Kristian Thorstvedt,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p242725.png,242725,Sassuolo,Norway,1999-03-13,25,3300,3000,2500,CM,CAM,CDM,73
Boloca,Daniel Boloca,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p268462.png,268462,Sassuolo,Romania,1998-12-22,25,2600,2400,2000,CDM,CM,,72
Doig,Josh Doig,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p255561.png,255561,Sassuolo,Scotland,2002-05-18,22,2400,2200,1800,LB,LM,,72
Račić,Uroš Račić,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244253.png,244253,Sassuolo,Serbia,1998-03-17,26,3000,2800,2300,CM,CDM,,72
Álvarez,Agustín Álvarez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p258846.png,258846,Sassuolo,Uruguay,2001-05-19,23,2200,2000,1700,ST,,,70
Etoga,Loïc Etoga,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73081.png,73081,SC Bastia,Cameroon,2003-04-01,21,850,750,650,CDM,CM,,60
D.Tavares,Dylan Tavares,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270282.png,270282,SC Bastia,Cape Verde,1996-08-30,27,2100,2000,1700,LB,LM,,66
Guevara,Juan José Guevara,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74050.png,74050,SC Bastia,Colombia,2001-06-26,23,1100,1000,850,CB,,,61
Loubatières,Matéo Loubatières,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p275879.png,275879,SC Bastia,France,2003-09-15,20,950,850,750,CM,,,58
Rodrigues,Clément Rodrigues,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276020.png,276020,SC Bastia,France,2000-12-04,23,1300,1200,1000,ST,,,61
Boutrah,Amine Boutrah,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276022.png,276022,SC Bastia,France,2000-10-26,23,2400,2200,1900,LM,LW,,67
Okou,Yllan Okou,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p271458.png,271458,SC Bastia,France,2002-12-23,21,1800,1600,1400,CB,LB,,67
Maggiotti,Julien Maggiotti,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p269293.png,269293,SC Bastia,France,1995-09-09,28,3400,3100,2600,CM,CAM,,68
Gueho,Loup Diwan Gueho,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p267637.png,267637,SC Bastia,France,2004-05-24,20,900,800,700,CB,,,61
Cissé,Lamine Cissé,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262082.png,262082,SC Bastia,France,2003-02-15,21,1200,1100,950,LM,RM,ST,63
Roncaglia,Anthony Roncaglia,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262342.png,262342,SC Bastia,France,1999-08-30,24,1500,1300,1100,CB,CDM,,64
Tomi,Félix Tomi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p248123.png,248123,SC Bastia,France,2000-08-31,23,1100,1000,850,RM,ST,,60
Ducrocq,Tom Ducrocq,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p247369.png,247369,SC Bastia,France,1999-08-25,24,2500,2300,2000,CDM,CM,,68
Guidi,Dominique Guidi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244460.png,244460,SC Bastia,France,1996-02-06,28,2200,2100,1800,CB,,,66
Maisonnial,Anthony Maisonnial,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p230038.png,230038,SC Bastia,France,1998-03-23,26,1100,1000,850,GK,,,62
Fabri,Julien Fabri,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p211358.png,211358,SC Bastia,France,1994-02-05,30,1000,950,800,GK,,,61
Vincent,Christophe Vincent,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p206243.png,206243,SC Bastia,France,1992-11-08,31,2700,2500,2100,CM,CAM,,67
Ariss,Zakaria Ariss,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74049.png,74049,SC Bastia,France,2004-06-17,20,900,800,700,LB,,,61
Mazikou,Steevy Mazikou,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73069.png,73069,SC Bastia,France,2004-01-31,20,850,750,650,LB,,,58
Boumaaoui,Mohamed Boumaaoui,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p71615.png,71615,SC Bastia,France,2004-09-22,19,750,700,600,ST,,,55
Meynadier,Tom Meynadier,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70723.png,70723,SC Bastia,France,2000-01-27,24,1100,1100,900,RB,,,62
Placide,Johny Placide,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p178363.png,178363,SC Bastia,Haiti,1988-01-29,36,1300,1200,1000,GK,,,67
Inao,Christ Ravynel Inao Oulaï,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74735.png,74735,SC Bastia,Ivory Coast,2006-04-06,18,350,300,250,CDM,CM,,56
Soumahoro,Mamadou Soumahoro,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73951.png,73951,SC Bastia,Ivory Coast,2005-10-01,18,450,400,350,CAM,CM,,56
Bohnert,Florian Bohnert,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p272808.png,272808,SC Bastia,Luxembourg,1997-11-09,26,1900,1700,1500,RB,LB,CB,65
C.Traore,Charles Traoré,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p231098.png,231098,SC Bastia,Mali,1992-01-01,32,2100,2000,1700,LB,CB,,66
Jocelyn,Jocelyn Janneh,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p271010.png,271010,SC Bastia,Sierra Leone,2002-12-06,21,1300,1200,1000,CDM,CM,,65
Akueson,Gustave Akueson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73068.png,73068,SC Bastia,Togo,1995-12-20,28,1800,1600,1400,CB,,,64
Adamu,Junior Adamu,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p257877.png,257877,SC Freiburg,Austria,2001-06-06,23,15000,14000,12000,ST,,,70
Lienhart,Philipp Lienhart,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p231366.png,231366,SC Freiburg,Austria,1996-07-11,27,33500,30500,26000,CB,,,79
Gregoritsch,Michael Gregoritsch,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p199439.png,199439,SC Freiburg,Austria,1994-04-18,30,36000,33000,28000,ST,,,78
Makengo,Jordy Makengo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262668.png,262668,SC Freiburg,France,2001-08-03,22,12500,11500,9700,LB,CB,,70
Sildillia,Kiliann Sildillia,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p260930.png,260930,SC Freiburg,France,2002-05-16,22,18500,17000,14500,RB,CB,RM,73
Rosenfelder,Max Rosenfelder,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p263022.png,263022,SC Freiburg,Germany,2003-02-10,21,7400,6800,5800,CB,,,68
Wagner,Robert Wagner,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p263076.png,263076,SC Freiburg,Germany,2003-07-14,20,11500,11000,9100,CM,CDM,,70
Weißhaupt,Noah Weißhaupt,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262672.png,262672,SC Freiburg,Germany,2001-09-20,22,18000,16500,14000,LM,RM,CAM,72
Atubolu,Noah Atubolu,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262659.png,262659,SC Freiburg,Germany,2002-05-25,22,14500,13000,11000,GK,,,73
Schmidt,Kenneth Schmidt,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262665.png,262665,SC Freiburg,Germany,2002-06-03,22,7600,6900,5900,CB,,,67
Röhl,Merlin Röhl,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p259714.png,259714,SC Freiburg,Germany,2002-07-05,21,20500,18500,16000,CM,CAM,,75
Osterhage,Patrick Osterhage,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p250931.png,250931,SC Freiburg,Germany,2000-02-01,24,20000,18500,15500,CDM,CM,,74
Müller,Florian Müller,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p234833.png,234833,SC Freiburg,Germany,1997-11-13,26,15500,14000,12000,GK,,,72
Höler,Lucas Höler,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p234875.png,234875,SC Freiburg,Germany,1994-07-10,29,26500,24500,20500,ST,CAM,,73
Huth,Jannik Huth,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p229692.png,229692,SC Freiburg,Germany,1994-04-15,30,9900,9100,7700,GK,,,69
Eggestein,Maximilian Eggestein,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p226168.png,226168,SC Freiburg,Germany,1996-12-08,27,25000,23000,19500,CDM,CM,,75
Philipp,Maximilian Philipp,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p216497.png,216497,SC Freiburg,Germany,1994-03-01,30,20000,18000,15500,ST,CAM,,71
Günter,Christian Günter,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p209846.png,209846,SC Freiburg,Germany,1993-02-28,31,30000,27500,23500,LB,LM,,78
Ginter,Matthias Ginter,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p207862.png,207862,SC Freiburg,Germany,1994-01-19,30,41000,37500,32000,CB,,,82
Kübler,Lukas Kübler,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p208335.png,208335,SC Freiburg,Germany,1992-08-30,31,23500,21500,18000,RB,CB,LB,74
Höfler,Nicolas Höfler,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p199897.png,199897,SC Freiburg,Germany,1990-03-09,34,25000,23000,19500,CDM,CM,,75
Gulde,Manuel Gulde,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p190666.png,190666,SC Freiburg,Germany,1991-02-12,33,21500,19500,16500,CB,,,73
Kyereh,Daniel-Kofi Kyereh,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244112.png,244112,SC Freiburg,Ghana,1996-03-08,28,24500,22500,19000,CAM,ST,,73
Sallai,Roland Sallai,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p234171.png,234171,SC Freiburg,Hungary,1997-05-22,27,31000,28500,24000,RM,ST,CAM,77
Grifo,Vincenzo Grifo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p212096.png,212096,SC Freiburg,Italy,1993-04-07,31,38500,35500,30000,LM,CAM,,80
Doan,Ritsu Doan,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p232639.png,232639,SC Freiburg,Japan,1998-06-16,26,33000,30500,26000,RM,CAM,ST,78
Muslija,Florent Muslija,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239696.png,239696,SC Freiburg,Kosovo,1998-07-06,25,22500,20500,17500,CAM,LM,CM,73
Ogbus,Bruno Ogbus,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p279045.png,279045,SC Freiburg,Switzerland,2005-12-17,18,1200,1100,900,CB,,,58
Manzambi,Johan Manzambi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276694.png,276694,SC Freiburg,Switzerland,2005-10-14,18,1600,1400,1200,CM,CAM,,58
Yilmaz,Berkay Yilmaz,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p279115.png,279115,SC Freiburg,Turkey,2005-02-25,19,2100,2000,1700,LB,,,60
Dinkci,Eren Dinkçi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p258316.png,258316,SC Freiburg,Turkey,2001-12-13,22,25000,23000,19500,RM,RW,,76
Ahmed,Isaiah Ahmed,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74337.png,74337,SC Heerenveen,Curacao,2005-12-28,18,500,450,400,CDM,CM,,58
Trenskow,Jacob Trenskow,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p259131.png,259131,SC Heerenveen,Denmark,2000-11-26,23,2800,2500,2200,RM,CM,,65
Condé,Amara Condé,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p234860.png,234860,SC Heerenveen,Germany,1997-01-06,27,5000,4600,3900,CM,CDM,,68
Köhlert,Mats Köhlert,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p233178.png,233178,SC Heerenveen,Germany,1998-05-02,26,8300,7600,6500,LB,,,72
Al Saed,Danilo Al Saed,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p272967.png,272967,SC Heerenveen,Iraq,1999-02-24,25,3500,3200,2700,LM,RM,,66
Ali,Hussein Ali,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p252736.png,252736,SC Heerenveen,Iraq,2002-03-01,22,1800,1600,1400,RB,,,62
Nicolaescu,Ion Nicolăescu,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277558.png,277558,SC Heerenveen,Moldova,1998-09-07,25,6200,5700,4800,ST,,,69
van Ee,Espen van Ee,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277664.png,277664,SC Heerenveen,Netherlands,2003-07-05,20,1300,1200,1000,CDM,CM,,59
Witteveen,Melle Joop Witteveen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277682.png,277682,SC Heerenveen,Netherlands,2003-06-24,21,1600,1400,1200,CAM,RM,CM,61
Klaverboer,Bernt Klaverboer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p273882.png,273882,SC Heerenveen,Netherlands,2005-09-26,18,150,150,150,GK,,,56
Brouwers,Luuk Brouwers,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262397.png,262397,SC Heerenveen,Netherlands,1998-05-03,26,4200,3900,3300,CAM,CM,CDM,67
Kersten,Sam Kersten,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251754.png,251754,SC Heerenveen,Netherlands,1998-01-30,26,4600,4200,3600,CB,,,68
Hall,Denzel Hall,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251830.png,251830,SC Heerenveen,Netherlands,2001-05-22,23,1800,1600,1400,RB,,,62
Bekkema,Jan Bekkema,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p235155.png,235155,SC Heerenveen,Netherlands,1996-04-09,28,1700,1500,1300,GK,,,61
Noppert,Andries Noppert,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p218212.png,218212,SC Heerenveen,Netherlands,1994-04-07,30,7600,7000,5900,GK,,,73
van der Hart,Mickey van der Hart,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p208782.png,208782,SC Heerenveen,Netherlands,1994-06-13,30,3100,2900,2400,GK,,,67
Oostra,Ties Oostra,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74339.png,74339,SC Heerenveen,Netherlands,2004-01-29,20,1500,1300,1100,CM,,,57
Rallis,Dimitris Rallis,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74340.png,74340,SC Heerenveen,Netherlands,2005-03-26,19,1300,1200,1000,ST,CAM,,59
Smans,Levi Smans,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72893.png,72893,SC Heerenveen,Netherlands,2003-03-25,21,2400,2200,1800,CAM,,,65
Braude,Oliver Braude,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277672.png,277672,SC Heerenveen,Norway,2004-02-21,20,1900,1700,1500,RB,,,64
Hopland,Nikolai Hopland,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p269120.png,269120,SC Heerenveen,Norway,2004-07-24,19,1000,950,800,CB,,,61
Karlsbakk,Daniel Karlsbakk,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p267426.png,267426,SC Heerenveen,Norway,2003-04-07,21,1900,1700,1500,ST,,,62
Bochniewicz,Paweł Bochniewicz,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p220230.png,220230,SC Heerenveen,Poland,1996-01-30,28,7700,7100,6000,CB,,,71
Milovanović,Mateja Milovanović,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73326.png,73326,SC Heerenveen,Serbia,2004-04-18,20,1400,1300,1100,CB,LB,,61
Nunnely,Ché Nunnely,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p234202.png,234202,SC Heerenveen,Suriname,1999-02-04,25,4100,3700,3200,RM,,,67
Olsson,Simon Olsson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p236427.png,236427,SC Heerenveen,Sweden,1997-09-14,26,5000,4600,3900,CM,RM,CDM,68
Ens,Martin Ens,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p279530.png,279530,SC Paderborn,Germany,2001-12-20,22,3200,2900,2500,CB,CDM,,62
Scheller,Tjark Scheller,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p278178.png,278178,SC Paderborn,Germany,2002-01-12,22,2800,2500,2100,CB,,,60
Brandt,Jascha Brandt,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277842.png,277842,SC Paderborn,Germany,2003-03-20,21,2800,2600,2200,CAM,LM,RM,61
Curda,Laurin Curda,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276367.png,276367,SC Paderborn,Germany,2001-10-30,22,5100,4700,4000,CB,RB,,66
Hansen,Mattes Hansen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276371.png,276371,SC Paderborn,Germany,2004-05-15,20,4900,4500,3900,CDM,CB,,67
Ansah,Ilyas Ansah,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276372.png,276372,SC Paderborn,Germany,2004-11-08,19,4200,3900,3300,ST,LW,,66
Pruhs,Florian Pruhs,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276408.png,276408,SC Paderborn,Germany,2006-02-06,18,300,250,200,GK,,,53
Kojić,Medin Kojić,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p275366.png,275366,SC Paderborn,Germany,2005-12-09,18,900,850,700,CDM,CM,,59
Zehnter,Aaron Zehnter,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270013.png,270013,SC Paderborn,Germany,2004-10-31,19,3700,3400,2900,LM,LB,,66
Baur,Mika Baur,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p266446.png,266446,SC Paderborn,Germany,2004-07-09,19,2900,2700,2300,CAM,CM,LM,64
Schulz,Arne Schulz,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262939.png,262939,SC Paderborn,Germany,2003-03-23,21,1700,1500,1300,GK,,,60
Herrmann,Luca Herrmann,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262667.png,262667,SC Paderborn,Germany,1999-02-20,25,5400,5000,4200,CM,CDM,,65
Bilbija,Filip Bilbija,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p252073.png,252073,SC Paderborn,Germany,2000-04-24,24,7800,7100,6100,LM,RM,CAM,68
Nadj,Niclas Nadj,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251307.png,251307,SC Paderborn,Germany,2000-12-24,23,4500,4100,3500,CAM,CM,,64
Hoffmeier,Marcel Hoffmeier,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p250926.png,250926,SC Paderborn,Germany,1999-07-15,24,8300,7600,6400,CB,LM,,69
Klaas,Sebastian Klaas,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239925.png,239925,SC Paderborn,Germany,1998-06-30,26,8900,8200,7000,CAM,CM,,68
Götze,Felix Götze,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p236467.png,236467,SC Paderborn,Germany,1998-02-11,26,8200,7500,6400,CB,CM,CDM,68
Schubert,Markus Schubert,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p234383.png,234383,SC Paderborn,Germany,1998-06-12,26,4200,3900,3300,GK,,,65
Platte,Felix Platte,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p227604.png,227604,SC Paderborn,Germany,1996-02-11,28,14000,13000,11000,ST,,,70
Michel,Sven Michel,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p212879.png,212879,SC Paderborn,Germany,1990-07-15,33,15500,14500,12000,ST,LW,,71
Kinsombi,David Kinsombi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p212625.png,212625,SC Paderborn,Germany,1995-12-12,28,11000,10000,8600,CM,CDM,RM,69
Grimaldi,Adriano Grimaldi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p195262.png,195262,SC Paderborn,Germany,1991-04-05,33,11500,10500,9000,ST,,,69
Bäuerle,Anton Bäuerle,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73165.png,73165,SC Paderborn,Germany,2005-04-30,19,2000,1800,1600,LM,LB,,58
Engelns,Luis Engelns,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p71925.png,71925,SC Paderborn,Germany,2007-03-11,17,400,400,350,CAM,CM,,54
Pledl,Marco Pledl,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p71629.png,71629,SC Paderborn,Germany,2000-12-13,23,3100,2800,2400,RM,LM,CAM,58
Brackelmann,Calvin Brackelmann,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p269912.png,269912,SC Paderborn,Germany,1999-08-22,24,5100,4700,4000,CB,LB,,66
Kostons,Koen Kostons,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p279948.png,279948,SC Paderborn,Netherlands,1999-09-18,24,6200,5700,4800,ST,RW,,66
Boevink,Pelle Boevink,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238167.png,238167,SC Paderborn,Netherlands,1998-01-16,26,6600,6100,5100,GK,,,68
Musliu,Visar Musliu,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p266567.png,266567,SC Paderborn,North Macedonia,1994-11-13,29,8500,7800,6700,CB,,,68
Obermair,Raphael Obermair,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238363.png,238363,SC Paderborn,Philippines,1996-04-01,28,15000,13500,11500,RM,LM,CM,71
Castañeda,Santiago Castañeda,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276311.png,276311,SC Paderborn,United States,2004-11-01,19,2900,2700,2300,CM,CDM,,64
Gruber,Fabio Gruber,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276283.png,276283,SC Verl,Germany,2002-09-03,21,600,550,450,CB,RB,,64
Pekruhl,Fabian Pekruhl,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p274489.png,274489,SC Verl,Germany,1999-02-14,25,400,400,300,GK,,,53
Gayret,Timur Gayret,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270008.png,270008,SC Verl,Germany,1998-08-08,25,900,800,700,CAM,RW,,64
Lokotsch,Lars Lokotsch,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p258547.png,258547,SC Verl,Germany,1996-05-17,28,1300,1200,1000,ST,,,66
